Compania,Seccion_CIIU,Clasificacion_Tamaño,Año,Razon_Liquidez,Prueba_Acida,Razon_Efectivo,Deuda_Activos_pct,Deuda_Capital_pct,Deuda_Neta_EBITDA,ZScore_Altman,ROA_pct,ROE_pct,Margen_Operacional_pct,Margen_Neto_pct,Margen_EBITDA_pct,Activos_Totales,Pasivos_Totales,Patrimonio_Total,Ingresos_Operativos,Utilidad_Neta,EBIT,Capital_Trabajo,Contrib_X1_2021,Contrib_X2_2021,Contrib_X3_2021,Contrib_X4_2021,Zona_ZScore,Cluster_Label,Contrib_X1_2022,Contrib_X2_2022,Contrib_X3_2022,Contrib_X4_2022,Contrib_X1_2023,Contrib_X2_2023,Contrib_X3_2023,Contrib_X4_2023,Contrib_X1_2024,Contrib_X2_2024,Contrib_X3_2024,Contrib_X4_2024
Comercializadora Internacional Sunshine Bouquet Colombia S.A.S,A – Agricultura y ganadería,Grande,2021,0.7600,0.5800,0.0100,37.4700,145.6200,1.1000,0.3700,3.0800,11.9500,7.7600,2.7800,30.5200,1151463.7400,855201.0700,296262.6700,1281327.9800,35407.2900,98621.5100,-94716.0200,-0.5396,0.2619,0.5756,0.3637,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Pepsico Alimentos Colombia Ltda,C – Industria manufacturera,Grande,2021,0.4700,0.3000,0.0000,15.7300,57.3600,3.1900,-1.5000,-4.2200,-15.4100,-0.3800,-2.1000,2.4000,653390.0000,474208.7000,179181.3000,1338043.5400,-27605.2800,-4979.0800,-228096.8800,-2.2901,0.5810,-0.0512,0.3967,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Alimentos Finca S.A.S.,C – Industria manufacturera,Grande,2021,1.1400,0.5000,0.0900,35.8800,86.2800,2.7400,2.1900,5.6300,13.5400,4.6000,2.7900,5.8100,978427.3300,571620.5400,406806.7900,1984197.1000,55065.0800,90814.4400,55290.4000,0.3707,0.5782,0.6237,0.7473,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Nestle de Colombia S.A.,C – Industria manufacturera,Grande,2021,0.9300,0.6600,0.1000,45.4900,303.9400,1.8500,1.5100,11.3800,76.0700,11.7500,7.5100,13.5400,1079476.4800,917913.0300,161563.4500,1651971.2500,122897.0700,192141.0700,-61978.7600,-0.3766,0.6050,1.1961,0.1848,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Sucafina Colombia S A S,G – Comercio al por mayor y menor,Grande,2021,0.9800,0.2600,0.0000,49.7400,3804.8400,12.1800,0.0200,1.1600,88.5000,1.1000,0.3400,1.2000,316651.3300,312511.8200,4139.5200,1076252.7600,3663.7000,11833.3200,-5394.7200,-0.1118,0.0372,0.2511,0.0139,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Comercializadora Internacional Eslop Sas,G – Comercio al por mayor y menor,Grande,2021,2.0900,1.9000,0.8300,14.1800,24.7900,-0.5900,5.4500,0.8700,1.5200,1.2900,0.0500,1.3400,16803.0000,7192.6400,9610.3600,298442.2000,146.0300,3817.3300,6242.1000,2.4370,1.2650,1.5267,1.4029,Zona Segura,Perfil moderado,,,,,,,,,,,,
Sierracol Energy Arauca LLC,B – Explotación de minas y canteras,Grande,2021,0.6700,0.6200,0.0500,0.3100,0.9100,-0.0200,31.0400,61.1600,179.7400,71.4800,50.1500,81.5100,1046005.4500,690076.8100,355928.6400,1291649.8400,639757.8100,911793.9600,-192503.8700,-1.2073,25.7168,5.8578,0.5416,Zona Segura,Alto desempeño,,,,,,,,,,,,
Unilever Andina Colombia Ltda,C – Industria manufacturera,Grande,2021,0.9900,0.7100,0.2200,0.0000,0.0000,-1.0900,1.6800,2.9000,6.7900,5.4700,2.5200,8.5400,1365630.3300,781326.9700,584303.3500,1575325.7800,39676.5300,86021.5600,-9825.6200,-0.0472,0.5489,0.4233,0.7852,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Metrokia S.A.,G – Comercio al por mayor y menor,Grande,2021,1.2200,0.7200,0.4100,18.4300,39.6100,-0.2100,1.9200,2.2900,4.9200,3.2600,1.6600,3.6300,663931.7000,355004.7700,308926.9300,899889.4000,15188.1600,29700.6000,69979.4600,0.6914,0.0811,0.3006,0.9137,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Bel-Star S.A.,C – Industria manufacturera,Grande,2021,1.6000,0.8100,0.1500,23.4800,55.7300,2.4700,3.1100,1.6700,3.9600,2.8400,1.1400,5.0000,889666.4500,514800.7400,374865.7100,1325109.0500,14862.6800,37030.4100,192891.5300,1.4223,0.7649,0.2797,0.7646,Zona Segura,Perfil moderado,,,,,,,,,,,,
Mazda de Colombia Sas,G – Comercio al por mayor y menor,Grande,2021,2.6600,2.0800,2.0000,0.0000,0.0000,-3.4200,8.9500,14.7400,24.0000,4.7100,3.3800,4.8500,382386.7400,147584.0400,234802.6900,1666026.4000,56362.2600,78460.0300,229306.1300,3.9338,1.9669,1.3788,1.6705,Zona Segura,Alto desempeño,,,,,,,,,,,,
Aris Miningpanama Segovia S.A.,B – Explotación de minas y canteras,Grande,2021,2.8100,2.3100,0.9100,1.1400,1.5200,-0.2200,10.8700,34.6600,46.3400,41.9000,28.2200,49.6800,1143731.6400,288255.8900,855475.7500,1426754.9300,396407.3700,588644.0800,323809.9600,1.8572,2.4373,3.4586,3.1162,Zona Segura,Alto desempeño,,,,,,,,,,,,
Mercadolibre Colombia Ltda,P – Educación,Grande,2021,0.6800,0.6400,0.1600,20.6900,341.4600,-0.1700,-7.6500,-40.4500,-667.7700,-13.8500,-14.8100,-11.5800,281219.9100,264183.2200,17036.6900,769565.6000,-113765.6600,-106408.1800,-82972.2300,-1.9355,-3.1508,-2.5427,0.0677,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Apple Colombia Sas,G – Comercio al por mayor y menor,Grande,2021,1.0300,0.8700,0.2300,0.2900,5.0100,-2.3900,0.6200,3.2200,55.9200,3.9200,1.5200,4.0500,663074.2900,624889.5900,38184.7000,1400996.3000,21353.3400,55017.7200,16757.5100,0.1658,0.1054,0.5576,0.0642,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Compania Nacional de Chocolates S. A. S.,C – Industria manufacturera,Grande,2021,1.2900,0.5400,0.0900,22.1900,37.1300,2.7800,2.5300,5.4700,9.1500,10.6800,9.5700,13.1600,2035373.5300,819070.5100,1216303.0200,1172366.5000,111270.4900,124152.3700,87511.3400,0.2820,0.1782,0.4099,1.5592,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Industria Colombiana de Motocicletas Yamaha S.A.S,C – Industria manufacturera,Grande,2021,2.8900,1.4100,0.3700,2.5600,3.8200,-0.5800,7.0300,8.4800,12.6400,9.2500,6.3100,9.7600,819486.6800,269497.6200,549989.0600,1115973.2600,69517.4100,101891.2900,424308.5700,3.3966,0.6534,0.8355,2.1428,Zona Segura,Alto desempeño,,,,,,,,,,,,
Industria Colombiana de Cafe S.A.S,C – Industria manufacturera,Grande,2021,1.2600,0.5300,0.0600,30.0200,67.8200,5.1900,1.6700,3.6900,8.3300,5.6800,4.8200,7.2100,1598377.4400,890895.4800,707481.9600,1227677.0100,58928.1900,69416.2500,96435.1500,0.3958,0.1200,0.2918,0.8338,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Makro Supermayorista S.A.S,G – Comercio al por mayor y menor,Grande,2021,0.4900,0.2300,0.1300,25.2300,49.3500,3.6100,-0.6600,-1.6100,-3.1400,2.4400,-1.5300,5.1700,1271628.7300,621424.3200,650204.4100,1359919.0400,-20426.8100,32425.1900,-294175.7000,-1.5176,-0.1335,0.1714,1.0986,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Yara Colombia S.A.,C – Industria manufacturera,Grande,2021,1.4500,0.4800,0.0600,13.7300,27.5900,0.4200,4.0000,14.6300,29.4000,19.9400,12.3500,23.3200,1489192.2900,748218.6500,740973.6400,1792984.7200,217806.6000,351664.1500,245687.7300,1.0823,0.4875,1.5869,1.0398,Zona Segura,Alto desempeño,,,,,,,,,,,,
Comercial Nutresa S.A.S.,G – Comercio al por mayor y menor,Grande,2021,1.2600,1.2500,0.0200,0.0000,0.0000,-0.0400,1.7600,6.2700,36.3200,9.8300,5.0600,14.1400,423399.1800,350260.2200,73138.9600,525009.2100,26561.4500,51597.3700,55556.3900,0.8608,0.0559,0.8189,0.2193,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Empresa de Telecomunicaciones de Bogota S.A.E.S.P.,J – Información y comunicaciones,Grande,2021,0.8500,0.8500,0.5000,15.1300,27.1000,0.2800,1.2900,3.5000,6.2600,10.3000,9.9200,36.3800,3870961.5800,1709690.1500,2161271.4400,1415144.3600,135305.0900,140599.4800,-131213.2200,-0.2224,0.0510,0.2441,1.3273,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Quala S A,C – Industria manufacturera,Grande,2021,1.9700,1.0000,0.3500,1.8600,2.5700,-0.5300,6.2700,3.2000,4.4400,6.4500,3.4000,10.6200,1123640.8000,313820.8800,809819.9300,1068664.3900,35958.7200,68149.7500,224152.7900,1.3086,1.8731,0.4076,2.7095,Zona Segura,Perfil moderado,,,,,,,,,,,,
Carton de Colombia S.A.,P – Educación,Grande,2021,1.3600,1.0200,0.1000,6.6800,11.8100,1.2900,2.9300,1.9700,3.4900,3.2400,4.8400,9.7800,3007241.4500,1306407.3800,1700834.0700,1269719.6800,59373.2700,39797.0100,168001.2200,0.3665,0.9970,0.0889,1.3670,Zona Segura,Perfil moderado,,,,,,,,,,,,
Distribuidora Nissan S.A.,G – Comercio al por mayor y menor,Grande,2021,1.9000,1.1000,0.9100,2.5600,4.5900,-1.1800,5.3300,14.2500,25.5700,11.6800,7.8100,13.1700,893027.2500,395218.6100,497808.6400,1673106.4400,127287.3600,190410.0500,275758.3300,2.0257,0.6292,1.4328,1.3226,Zona Segura,Perfil moderado,,,,,,,,,,,,
Mexichem Resinas Colombia S.A.S.,C – Industria manufacturera,Grande,2021,2.7500,2.1500,0.1000,0.0100,0.0100,-0.0500,10.6100,34.1700,46.8800,28.8000,19.3400,30.5800,1640993.2800,444925.6200,1196067.6600,2898709.6300,560707.3300,834939.2900,697876.9000,2.7898,1.6080,3.4191,2.8227,Zona Segura,Alto desempeño,,,,,,,,,,,,
Riopaila Castilla S.A.,C – Industria manufacturera,Grande,2021,0.5500,0.4300,0.0100,44.3100,152.1000,2.4500,-0.2700,3.0000,10.2800,8.1300,3.4600,20.8000,1371900.3300,972245.8800,399654.4500,1186549.5000,41105.0800,96502.2100,-247348.6300,-1.1827,0.2628,0.4727,0.4316,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Orf S.A Bic,C – Industria manufacturera,Grande,2021,1.1600,0.5100,0.1300,35.1000,71.3300,4.9100,2.5800,4.3500,8.8500,3.0800,3.9000,5.3200,1192647.2200,605759.9500,586887.2700,1351093.4500,51923.2000,40937.7700,87537.0000,0.4815,0.7031,0.2307,1.0173,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Oleoducto Central S.A.,H – Transporte y almacenamiento,Grande,2021,1.7500,1.6100,0.8900,28.4900,51.0300,1.2300,3.6500,9.5600,17.1300,76.8100,52.5700,84.7900,7071849.5400,3123684.6400,3948164.9000,1293020.8000,676320.6800,988207.1300,570355.2300,0.5291,0.8618,0.9390,1.3271,Zona Segura,Alto desempeño,,,,,,,,,,,,
"Sierracol Energy Andina, Llc",B – Explotación de minas y canteras,Grande,2021,0.8000,0.6400,0.0500,0.7900,1.2700,0.0100,6.4700,-25.9100,-41.4100,-54.9000,-55.6500,-28.3100,3330762.5700,1247017.0300,2083745.5400,1571456.6700,-862963.4300,-851393.3900,-112804.9400,-0.2222,6.8235,-1.7177,1.7545,Zona Segura,Alto desempeño,,,,,,,,,,,,
"Productos Familia S.A.,",C – Industria manufacturera,Grande,2021,2.0900,1.4300,0.7100,3.2000,4.6100,-0.7600,5.7300,10.1300,14.6300,14.6300,9.9600,18.3900,2990788.9200,919359.1000,2071429.8300,3049715.1400,303077.3000,445174.4700,797411.5300,1.7490,0.6334,1.0003,2.3658,Zona Segura,Alto desempeño,,,,,,,,,,,,
Bayer S A,C – Industria manufacturera,Grande,2021,2.1900,1.4000,0.2300,0.0000,0.0000,-0.6900,5.6400,8.3400,13.5700,7.5600,5.9400,8.9400,973561.8800,375173.4600,598388.4200,1404867.7000,81181.8200,103254.0700,433966.4400,2.9241,0.3082,0.7127,1.6747,Zona Segura,Perfil moderado,,,,,,,,,,,,
Mayaguez S.A.,C – Industria manufacturera,Grande,2021,0.7300,0.4900,0.0800,52.5100,173.2800,3.3900,0.7800,3.1900,10.5400,19.8200,7.1900,33.5500,2488786.6200,1734582.5300,754204.0900,1121427.8500,79500.6600,219245.7000,-162470.5100,-0.4282,0.4455,0.5920,0.4565,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Novaventa S.A.S.,G – Comercio al por mayor y menor,Grande,2021,1.2000,0.8000,0.0200,2.1000,3.9100,0.0400,3.6400,14.2100,26.4500,9.2100,5.5700,12.2200,426754.5900,197470.7800,229283.8100,1089143.8600,60639.2000,100208.1400,34426.0600,0.5292,0.4299,1.5780,1.2192,Zona Segura,Perfil moderado,,,,,,,,,,,,
Farmatodo Colombia S A,G – Comercio al por mayor y menor,Grande,2021,1.0200,0.3600,0.2000,0.2000,0.9000,-0.3800,-0.2800,7.8200,34.1300,7.2400,4.6700,12.0500,386711.2900,298088.6700,88622.6200,649043.6300,30246.4600,46872.5800,3757.8800,0.0637,-1.1918,0.8145,0.3122,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Fundacion Valle Del Lili,Q – Salud y servicios sociales,Grande,2021,0.9700,0.9400,0.3200,22.7400,38.9100,1.1300,2.8600,7.2400,12.4000,9.1800,9.6900,10.9700,1501112.6200,623944.6800,877167.9400,1121760.2500,108723.0100,102997.6100,-16354.1500,-0.0715,0.9683,0.4611,1.4761,Zona Segura,Perfil moderado,,,,,,,,,,,,
Sucesores De Jose Jesus Restrepo Y Cia. S.A.,C – Industria manufacturera,Grande,2021,1.5800,0.8600,0.0500,16.9400,27.9700,1.4800,4.2700,5.4700,9.0200,7.2600,4.2700,8.2400,773312.0900,304809.3100,468502.7800,1013056.7900,42266.1800,71903.0600,123223.3400,1.0453,1.0812,0.6248,1.6139,Zona Segura,Perfil moderado,,,,,,,,,,,,
Renting Colombia S.A.S,N – Actividades de servicios administrativos,Grande,2021,0.6400,0.5900,0.0600,13.3700,56.1900,0.5700,0.4700,6.3200,26.5700,30.8200,15.1400,49.2100,1799004.3400,1371008.3000,427996.0400,830167.6500,113707.7500,231435.3900,-183223.7700,-0.6681,0.1647,0.8645,0.3278,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Hp Colombia S A S,G – Comercio al por mayor y menor,Grande,2021,1.1300,0.6000,0.0800,0.9900,8.5100,-25.2300,1.0700,-0.4000,-3.4700,-0.0800,-0.2400,0.1400,974982.0300,861385.4700,113596.5600,1635066.9600,-3943.5100,-1304.8600,104758.1500,0.7048,0.2387,-0.0090,0.1385,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Tecnoglass S.A.S.,C – Industria manufacturera,Grande,2021,0.8700,0.3300,0.0600,0.0600,0.2300,-0.1300,0.9000,5.6200,22.4800,10.1400,4.7700,15.7700,757244.4700,567830.9900,189413.4800,896962.4800,42582.8900,90404.9400,-41463.1500,-0.3592,0.3648,0.8023,0.3503,Zona Alerta,Alto desempeño,,,,,,,,,,,,
Comercial Card S.A.S.,J – Información y comunicaciones,Grande,2021,1.3200,1.2000,0.1300,2.9100,8.3300,-0.1400,5.4200,25.2200,72.2400,2.0100,1.3300,2.0500,29768.3800,19374.7800,10393.6000,566708.2700,7508.3800,11384.7200,6065.5800,1.3367,0.9541,2.5700,0.5633,Zona Segura,Alto desempeño,,,,,,,,,,,,
Manufacturas Eliot S.A.S.,C – Industria manufacturera,Grande,2021,1.5400,0.6900,0.0500,30.6800,74.5400,2.6700,3.8600,6.1800,15.0200,10.1000,7.2700,12.0900,1151488.0400,677494.0400,473994.0100,988907.8700,71181.5300,98862.8200,361647.1000,2.0603,0.3884,0.5770,0.7346,Zona Segura,Perfil moderado,,,,,,,,,,,,
Cerveceria del Valle S.A.S.,C – Industria manufacturera,Grande,2021,1.5300,1.4100,0.0900,0.0000,0.0000,-0.0700,6.3600,30.7900,50.6600,38.5500,32.0700,43.8700,1177956.9600,462078.4100,715878.5500,1119844.6700,362683.7000,435973.6100,223644.5700,1.2455,1.0389,2.4871,1.6267,Zona Segura,Alto desempeño,,,,,,,,,,,,
Acerias Paz de Rio S.A.,C – Industria manufacturera,Grande,2021,1.1300,0.7100,0.2400,11.0900,20.3200,0.2700,2.0300,5.7100,10.4600,16.6400,8.4300,24.2000,2070432.5500,940522.2100,1129910.3400,1454975.7100,118180.2400,233287.8500,74467.8400,0.2359,-0.0485,0.7572,1.2614,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Harinera del Valle S.A.,C – Industria manufacturera,Grande,2021,1.3700,0.7600,0.2500,18.9300,27.8600,3.0300,3.3500,3.8300,5.6400,5.1400,5.4100,5.8600,1713028.6900,548959.1400,1164069.5500,1233757.8200,65616.9900,62371.9700,159390.7000,0.6104,0.1746,0.2447,2.2265,Zona Segura,Perfil moderado,,,,,,,,,,,,
Cables de Energia y de Telecomunicaciones S.A.S.,C – Industria manufacturera,Grande,2021,2.1000,1.2100,0.0600,40.3400,177.5900,4.2800,2.7500,0.6000,2.6300,5.1200,0.4400,6.7000,879457.6700,679671.2200,199786.4500,1187573.5500,5260.4400,60474.7100,311090.6200,2.3205,-0.0660,0.4621,0.3086,Zona Segura,Perfil moderado,,,,,,,,,,,,
Altipal S.A.S,G – Comercio al por mayor y menor,Grande,2021,1.2600,0.5700,0.0200,40.8200,208.8200,3.2200,2.6700,5.7900,29.6200,3.4600,1.8300,3.8400,458804.1700,369120.4300,89683.7300,1453311.6400,26563.5000,50117.7800,90153.0400,1.2890,0.5775,0.7341,0.2551,Zona Segura,Perfil moderado,,,,,,,,,,,,
Fabrica Nacional de Autopartes S.A.S.,C – Industria manufacturera,Grande,2021,1.2000,0.6300,0.3100,1.9400,5.1700,-2.8200,1.8300,4.8500,12.9300,3.9000,6.0300,5.1800,1401018.6200,876002.1000,525016.5300,1129474.1400,67897.0200,43945.6200,120270.6600,0.5631,0.2374,0.2108,0.6293,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Compania Colombiana de Ceramica S.A.S,C – Industria manufacturera,Grande,2021,1.2000,0.5600,0.0600,23.8400,57.8100,1.5200,1.7900,3.0300,7.3500,10.2000,2.6800,12.9900,1259356.7000,740090.6900,519266.0100,1471697.4100,38144.7800,145089.2600,65831.9500,0.3429,0.3914,0.7742,0.7367,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Olam Agro Colombia S.A.S.,C – Industria manufacturera,Grande,2021,0.8600,0.0400,0.0100,100.4700,-5129.1300,-68.3400,-1.3500,-2.5700,131.1800,-0.6600,-0.9800,-0.5500,421008.3300,429254.9700,-8246.6400,1109102.8800,-10817.5800,-7360.6200,-61834.0500,-0.9635,-0.1571,-0.1175,-0.0202,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Cofco International Colombia S.A.S,G – Comercio al por mayor y menor,Grande,2021,0.8700,0.1200,0.0700,64.5000,-586.9300,-45.5000,-1.8500,-5.3100,48.3100,-1.1900,-3.3900,-0.8000,211103.5900,234301.6400,-23198.0500,330349.9800,-11205.9500,-3919.1800,-30809.4500,-0.9574,-0.5969,-0.1248,-0.1040,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
The Elite Flower S A S C I,A – Agricultura y ganadería,Grande,2021,0.7800,0.6000,0.0600,22.4800,62.4700,1.2800,0.0300,0.4800,1.3200,8.3500,0.3700,12.0600,648460.7300,415140.5700,233320.1600,830994.3100,3077.8900,68678.1000,-75701.2200,-0.7658,0.0581,0.7117,0.5901,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Kuehne + Nagel S A S,H – Transporte y almacenamiento,Grande,2021,1.1800,1.1800,0.0500,20.3800,88.5800,1.1400,2.2200,6.8000,29.5600,1.9900,1.5000,3.2300,291313.5700,224285.4500,67028.1200,1321361.7900,19810.3600,26315.9000,37654.6500,0.8479,0.4141,0.6071,0.3138,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Gran Tierra Energy Colombia Gmbh Sucursal Colombia,B – Explotación de minas y canteras,Grande,2021,0.4400,0.3500,0.0400,0.2400,0.3500,-0.0100,4.3700,19.5800,28.8000,51.1100,37.0400,80.6400,2673786.0000,855766.0000,1818020.0000,1726696.0000,523640.0000,722480.0000,-186075.0000,-0.4565,0.6543,1.8158,2.2307,Zona Segura,Alto desempeño,,,,,,,,,,,,
Oleoducto de los Llanos Orientales S A,H – Transporte y almacenamiento,Grande,2021,4.6700,4.6700,3.4400,13.5500,19.2200,-0.1300,7.6800,28.9000,40.9900,67.6200,45.1000,80.7400,1406675.0300,414827.4300,991847.6000,901778.0400,406589.1600,609571.9500,303472.4700,1.4152,0.8775,2.9121,2.5105,Zona Segura,Alto desempeño,,,,,,,,,,,,
Tenaris Tubocaribe Ltda,C – Industria manufacturera,Grande,2021,1.0200,0.4400,0.0700,29.9000,58.9200,2.7400,1.3500,0.9000,1.7700,8.8000,1.5200,16.6600,1582023.2600,779114.0300,802909.2400,938984.7300,14218.4200,82552.3300,15079.8100,0.0625,-0.1159,0.3507,1.0821,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Racafe & Cia S C A,C – Industria manufacturera,Grande,2021,1.0400,0.6300,0.2600,73.1100,369.0800,24.4100,0.7500,1.4300,7.2200,0.7600,0.6700,1.0300,654454.6200,524812.1800,129642.4400,1390950.5600,9361.4300,10555.1100,20289.1500,0.2034,0.1374,0.1084,0.2594,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
Carcafe Ltda,G – Comercio al por mayor y menor,Grande,2021,1.1100,0.3700,0.0200,78.1100,495.2200,25.5300,0.4200,0.2100,1.3300,0.9900,0.0800,1.1200,396526.5500,333983.3800,62543.1700,1065877.3100,834.4100,10476.5300,37371.3400,0.6183,-0.4794,0.1775,0.1966,Zona Quiebra,Perfil moderado,,,,,,,,,,,,
C.I. Colombian Mint S.A.S,C – Industria manufacturera,Grande,2021,4.1500,3.2600,0.2700,0.6400,2.8700,-0.2300,6.3900,9.0400,40.8600,3.1700,1.1400,3.2600,80269.3900,62517.5800,17751.8100,637938.6900,7253.8800,20237.3900,59773.4500,4.8850,0.3245,1.6942,0.2981,Zona Segura,Perfil moderado,,,,,,,,,,,,
Industrias Haceb S.A.,C – Industria manufacturera,Grande,2021,1.1800,0.7000,0.0400,19.6000,53.8000,1.3300,2.1500,6.5000,17.8300,8.3400,5.1300,10.5600,961406.2600,611155.9600,350250.3000,1224527.1800,62455.2900,101581.1200,79745.6400,0.5441,0.3823,0.7100,0.6017,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Nexsys de Colombia S.A.S,G – Comercio al por mayor y menor,Grande,2021,1.1900,0.9500,0.3300,52.4200,271.6200,8.0300,2.1500,3.4300,17.7800,2.5400,2.7600,2.5800,823732.7600,664775.0600,158957.7000,1111866.2000,28267.8900,25954.3200,128527.8800,1.0236,0.5408,0.2117,0.2511,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Casatoro S.A. Bic,G – Comercio al por mayor y menor,Grande,2021,2.1200,1.1700,0.1200,26.5500,49.0300,2.0700,4.2600,9.5700,17.6700,5.5900,4.9800,5.8900,635599.2100,291349.2700,344249.9400,1227564.7600,60814.2200,68220.9600,182119.9200,1.8797,0.3119,0.7213,1.2406,Zona Segura,Perfil moderado,,,,,,,,,,,,
Productos Roche S.A.,G – Comercio al por mayor y menor,Grande,2021,2.1100,1.3100,0.1900,3.0200,5.1300,-0.2800,5.3500,7.2700,12.3200,5.8600,4.7100,9.3600,679847.7000,278864.6500,400983.0400,1080067.0900,49399.2800,61408.0400,275394.8300,2.6573,0.5495,0.6070,1.5098,Zona Segura,Perfil moderado,,,,,,,,,,,,
Constructora Capital Bogota Sas,F – Construcción,Grande,2021,1.1700,0.4300,0.0900,22.9800,48.5600,1.7200,2.4900,11.0800,23.4100,21.4800,20.9200,21.6800,1401980.3100,738505.8300,663474.4800,742990.9900,155318.5500,159488.7300,88272.2700,0.4130,0.3612,0.7645,0.9433,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Perenco Colombia Limited,B – Explotación de minas y canteras,Grande,2021,2.0700,1.3400,0.2500,38.3400,193.7100,1.1700,7.7700,15.0700,76.1400,67.4200,44.1600,84.4700,398689.4200,319770.9100,78918.5100,188164.7000,60086.3300,91744.4000,79829.5600,1.3135,4.6407,1.5464,0.2591,Zona Segura,Alto desempeño,,,,,,,,,,,,
Ingredion Colombia S.A.,C – Industria manufacturera,Grande,2021,1.4000,0.9300,0.3300,0.0000,0.0000,-0.7600,4.6800,10.3300,20.9000,12.6700,7.8600,15.3800,788928.3000,398921.5200,390006.7900,1045865.8500,81525.4100,131337.8300,148736.2800,1.2368,1.4035,1.1187,1.0265,Zona Segura,Alto desempeño,,,,,,,,,,,,
Surtidora de Gas del Caribe S.A. Empresa de Servicios Publicos o Surtigas S.A.E.,"D – Electricidad, gas, vapor",Grande,2021,2.0000,1.9600,0.1900,33.8300,69.2900,2.8900,2.9000,7.1800,14.7000,13.4500,10.2500,15.3100,1508139.8300,771809.1500,736330.6700,1039071.9900,108241.4800,142009.9400,223314.7100,0.9714,0.2744,0.6328,1.0017,Zona Segura,Perfil moderado,,,,,,,,,,,,
Mps Mayorista de Colombia S A,G – Comercio al por mayor y menor,Grande,2021,1.1300,0.6600,0.1600,14.5100,108.2800,0.0900,1.6200,3.8300,28.5900,2.7800,1.7900,3.1300,511119.9700,442636.6400,68483.3300,1096321.3300,19576.9200,30401.4800,56906.8400,0.7304,0.3606,0.3997,0.1625,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Derco Colombia S A S,G – Comercio al por mayor y menor,Grande,2021,1.4100,0.6800,0.1300,49.4200,201.0300,3.3100,1.9500,9.0300,36.7300,4.4000,4.5600,6.4300,526819.9600,397311.5400,129508.4200,1044575.5600,47571.8000,45888.2000,117653.2800,1.4650,-0.2692,0.5853,0.3423,Zona Alerta,Perfil moderado,,,,,,,,,,,,
"Gradezco, Ltda",C – Industria manufacturera,Grande,2021,1.0500,0.7400,0.0100,20.5100,57.1200,2.4800,1.6200,0.6400,1.7900,7.6500,0.7700,9.7300,680860.3200,436412.2000,244448.1200,638306.3200,4369.2700,43409.1000,19296.2000,0.1859,0.8030,0.4284,0.5881,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Ci Adm Colombia Ltda,G – Comercio al por mayor y menor,Grande,2021,1.1700,0.3800,0.1200,4.3700,27.0200,-0.6400,2.2100,6.4300,39.7400,2.6900,2.0000,2.7000,344238.5300,288584.6600,55653.8700,1110758.9900,22119.6100,29778.8200,49986.5400,0.9526,0.5179,0.5813,0.2025,Zona Alerta,Perfil moderado,,,,,,,,,,,,
Petrobras Colombia Combustibles S A,G – Comercio al por mayor y menor,Grande,2021,1.8300,1.1300,0.7500,7.1200,11.6700,-2.0500,3.7100,-1.0200,-1.6700,0.3600,-0.2200,1.9900,174937.2800,68249.2800,106687.9900,827877.8900,-1785.8700,2960.8200,51088.7900,1.9158,0.1652,0.1137,1.6414,Zona Segura,Perfil moderado,,,,,,,,,,,,
